,id,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,condition_code,grade_code,age,renovated,waterfront_coded,view_coded,lon,To_drop_place_ID,To_drop_road,Type_place,city,suburb
7655,6064800090,365000.0,3,2.25,1960,1985,2.0,1750,210.0,2003,0.0,98118,47.5419,-122.289,1760,1985,3,7,12,False,0,0,-122.289,20916170.0,34th Place South,city,Seattle,Rainier Valley
7656,8085400355,1270000.0,5,3.0,3950,9520,1.0,2250,1700.0,1953,2002.0,98004,47.6363,-122.207,1890,9520,3,9,61,True,0,0,-122.207,293713371.0,100th Avenue Northeast,city,Bellevue,
7657,943100220,465000.0,3,1.0,1100,145490,1.5,1100,0.0,1915,0.0,98024,47.5697,-121.898,1100,11610,4,6,99,False,0,0,-121.898,172925862.0,Southeast 42nd Street,village,Fall City,
7658,854000165,285000.0,3,1.5,1400,7582,1.0,1400,0.0,1956,0.0,98148,47.4536,-122.33,1280,7872,3,7,59,False,0,0,-122.33,237340274.0,3rd Avenue South,town,Burien,
7659,1443500905,219950.0,3,1.0,1020,4960,1.5,920,100.0,1926,0.0,98118,47.5328,-122.275,1230,7335,3,6,89,False,0,0,-122.275,157699464.0,South Chicago Street,city,Seattle,
7660,4031700210,220000.0,3,1.5,1600,10548,1.0,1600,0.0,1962,0.0,98001,47.2925,-122.284,2880,13609,4,7,52,False,0,0,-122.284,233303428.0,South 345th Street,town,Auburn,
7661,6169900580,1470000.0,6,4.5,4230,6420,2.0,2360,1870.0,1916,0.0,98119,47.6301,-122.369,3450,4085,4,8,98,False,0,3,-122.369,20367639.0,Olympic Way West,city,Seattle,Queen Anne
7662,4232401265,1110000.0,5,3.5,3090,3600,2.0,2060,1030.0,2000,0.0,98112,47.6217,-122.309,2240,3904,3,9,14,False,0,0,-122.309,158526060.0,18th Avenue East,city,Seattle,Capitol Hill
7664,3904902430,620000.0,3,2.5,2440,10363,2.0,2440,0.0,1988,0.0,98029,47.5634,-122.016,2500,10728,3,9,27,False,0,0,-122.016,293726210.0,242nd Avenue Southeast,town,Sammamish,
7665,114101540,415000.0,3,1.0,2020,19210,1.0,1760,260.0,1949,0.0,98028,47.7552,-122.229,1780,14469,3,6,65,False,0,0,-122.229,274967536.0,83rd Place Northeast,town,Kenmore,
7666,1025069106,765000.0,3,3.0,3270,38088,2.0,3270,0.0,1992,0.0,98053,47.6692,-122.028,1870,37457,3,10,23,False,0,0,-122.028,170414518.0,Northeast 71st Street,town,Union Hill-Novelty Hill,
7667,3179101945,864000.0,4,1.75,2260,6600,1.0,1220,1040.0,1948,0.0,98115,47.6753,-122.278,2240,6600,5,8,66,False,0,0,-122.278,155360470.0,Vassar Avenue Northeast,city,Seattle,
7668,3083000355,385000.0,5,2.0,2020,4000,2.0,2020,0.0,1950,0.0,98144,47.5799,-122.305,1960,4000,3,7,64,False,0,0,-122.305,158146400.0,21st Avenue South,city,Seattle,Beacon Hill
7669,1741700040,725000.0,3,1.0,1000,19969,1.0,1000,0.0,1951,0.0,98033,47.6745,-122.197,1370,7962,3,7,64,False,0,0,-122.197,179568047.0,1st Avenue South,town,Kirkland,
7670,1828001130,545000.0,4,2.25,2030,11585,1.0,1590,440.0,1967,0.0,98052,47.6561,-122.13,1960,8977,4,7,47,False,0,0,-122.13,234049105.0,,town,Redmond,
7671,3211580210,299900.0,3,1.75,1730,9893,1.0,1730,0.0,1988,0.0,98042,47.3747,-122.164,2120,9108,4,9,27,False,0,0,-122.164,230407804.0,Southeast 253rd Place,town,Kent,
7672,1036000610,639500.0,3,1.75,2010,8072,1.0,2010,0.0,1974,0.0,98052,47.6327,-122.097,2030,8055,4,8,41,False,0,0,-122.097,283268309.0,182nd Avenue Northeast,town,Redmond,Kenilworth
7673,3378100100,345000.0,4,1.5,1540,7168,1.0,1160,380.0,1964,0.0,98055,47.455,-122.198,1540,7176,3,7,51,False,0,0,-122.198,229955139.0,South 28th Street,town,Renton,
7674,9286000150,1130000.0,6,4.0,5330,18116,2.0,3950,1380.0,2000,0.0,98006,47.5503,-122.137,4590,16900,3,11,15,False,0,0,-122.137,293763378.0,153rd Avenue Southeast,city,Bellevue,Hilltop
7675,7254200040,345000.0,2,1.0,960,2700,1.0,780,180.0,1904,0.0,98144,47.6013,-122.299,1400,3000,3,6,111,False,0,0,-122.299,157566189.0,26th Avenue South,city,Seattle,Leschi
7676,8827900690,600000.0,3,2.0,1460,2800,1.0,730,730.0,1921,0.0,98105,47.67,-122.295,1780,4560,4,7,94,False,0,0,-122.295,155587084.0,30th Avenue Northeast,city,Seattle,University District
7677,9202500150,355000.0,4,1.75,2160,7417,1.0,1360,800.0,1983,0.0,98056,47.5122,-122.181,1880,8022,4,7,31,False,0,0,-122.181,220617803.0,Northeast 23rd Place,town,Renton,
7678,1786810040,698000.0,3,2.75,2640,11957,1.5,2260,380.0,1978,0.0,98052,47.6491,-122.12,2640,12641,3,9,36,False,0,0,-122.12,293683705.0,Northeast 44th Way,town,Redmond,
7679,8078410210,566000.0,4,2.25,2170,7737,2.0,2170,0.0,1987,0.0,98074,47.637,-122.029,1850,8869,3,8,27,False,0,0,-122.029,293708203.0,Northeast 29th Court,town,Sammamish,
7680,3905100210,449950.0,3,2.5,1530,3840,2.0,1530,0.0,1994,0.0,98029,47.5691,-122.007,1720,3985,3,8,20,False,0,0,-122.007,293748023.0,249th Court Southeast,town,Sammamish,Klahanie
7681,5592900015,404600.0,3,1.0,1570,7727,1.0,1270,300.0,1958,0.0,98056,47.4821,-122.192,2440,7727,4,8,57,False,0,2,-122.192,230961175.0,Monterey Drive Northeast,town,Renton,
7682,7522700110,258000.0,3,1.0,1490,7435,1.0,1120,370.0,1969,0.0,98198,47.368,-122.314,1490,7530,3,7,45,False,0,0,-122.314,293813807.0,Woodmont Drive South,town,Des Moines,
7683,5253300243,415000.0,4,2.0,1960,10559,2.0,1960,0.0,1955,0.0,98133,47.7494,-122.337,1580,7769,4,7,60,False,0,0,-122.337,293808805.0,North 166th Street,town,Shoreline,Ronald
7684,6669020490,320000.0,4,2.25,2190,9020,2.0,2190,0.0,1978,0.0,98032,47.3742,-122.284,2170,8400,3,8,36,False,0,0,-122.284,231132346.0,38th Avenue South,town,Kent,
7685,5104510540,295000.0,3,2.5,1690,4102,2.0,1690,0.0,2003,0.0,98038,47.3552,-122.015,1830,4733,3,7,11,False,0,0,-122.015,220326107.0,Southeast 275th Street,town,Maple Valley,
7686,3579700100,389000.0,5,2.0,2330,10750,1.0,1190,1140.0,1962,0.0,98028,47.7325,-122.245,1830,10180,4,7,52,False,0,0,-122.245,249260670.0,73rd Avenue Northeast,town,Kenmore,
7687,8643200035,299900.0,3,1.75,1470,27000,1.0,1470,0.0,1958,0.0,98198,47.3943,-122.311,2230,14186,3,7,56,False,0,0,-122.311,168599685.0,17th Avenue South,town,Des Moines,
7688,2781250100,394000.0,3,2.5,2550,5349,2.0,2550,0.0,2004,0.0,98038,47.3504,-122.026,2640,5400,3,7,11,False,0,0,-122.026,219812814.0,Southeast 281st Street,town,Maple Valley,Henrys
7689,3885807255,762000.0,4,2.0,2130,5500,1.5,2130,0.0,1939,0.0,98033,47.6807,-122.199,1490,6000,5,7,76,False,0,0,-122.199,236894844.0,7th Avenue,town,Kirkland,
7690,1774230090,697000.0,4,2.75,3650,48351,1.5,3650,0.0,1978,0.0,98077,47.7632,-122.089,2820,53143,4,8,36,False,0,0,-122.089,293711504.0,186th Place Northeast,town,Cottage Lake,
7691,3521069146,485000.0,3,2.5,3340,70131,2.0,2420,920.0,1994,0.0,98022,47.2666,-122.015,2760,116740,3,9,21,False,0,0,-122.015,232646195.0,Southeast 372nd Street,town,Enumclaw,
7692,424500100,189900.0,2,1.0,800,5600,1.0,800,0.0,1955,0.0,98056,47.4959,-122.172,1100,6000,5,6,59,False,0,0,-122.172,231420322.0,Northeast 8th Street,town,Renton,
7693,3761700053,2150000.0,3,2.75,3470,9610,3.0,3470,0.0,1989,0.0,98034,47.7205,-122.26,4130,11875,3,11,26,False,0,4,-122.26,179096615.0,Holmes Point Drive Northeast,town,Kirkland,Manitou
7694,2685600090,345000.0,3,1.5,1030,6969,1.0,1030,0.0,1921,0.0,98108,47.5492,-122.3,1420,6000,4,6,93,False,0,0,-122.3,158252193.0,25th Avenue South,city,Seattle,Rainier Valley
7695,6381500065,376500.0,3,2.0,1630,7800,1.0,1630,0.0,1950,0.0,98125,47.7326,-122.307,1470,7800,5,7,64,False,0,0,-122.307,155556223.0,20th Avenue Northeast,city,Seattle,
7696,9294300515,775000.0,3,2.0,2010,7017,2.0,2010,0.0,1951,1988.0,98115,47.6828,-122.267,2450,6045,3,7,63,True,0,3,-122.267,155718109.0,57th Avenue Northeast,city,Seattle,
7697,2769602840,450000.0,3,1.0,1360,3737,1.5,1360,0.0,1910,0.0,98107,47.6751,-122.362,1820,4500,4,6,104,False,0,0,-122.362,154541878.0,4th Avenue Northwest,city,Seattle,Phinney Ridge
7698,2526039156,760000.0,4,2.25,2040,8315,1.0,1480,560.0,1958,0.0,98177,47.7077,-122.371,2330,8940,4,8,56,False,0,0,-122.371,154700481.0,12th Avenue Northwest,city,Seattle,Blue Ridge
7699,7852140100,569000.0,4,2.5,2830,10954,2.0,2830,0.0,2003,0.0,98065,47.5396,-121.882,2470,10443,3,8,11,False,0,0,-121.882,293686306.0,Elderberry Avenue Southeast,town,Snoqualmie,
7700,5522600205,500000.0,3,1.5,2040,6750,1.0,1280,760.0,1950,0.0,98117,47.7013,-122.369,1970,6750,3,7,64,False,0,0,-122.369,155098224.0,9th Avenue Northwest,city,Seattle,Blue Ridge
7701,1370802620,592500.0,2,2.0,1340,5350,1.5,1340,0.0,1941,0.0,98199,47.6384,-122.403,2210,5350,3,8,73,False,0,0,-122.403,155864076.0,Viewmont Way West,city,Seattle,Magnolia Village
7702,8079100210,620000.0,4,2.5,2130,9139,2.0,2130,0.0,1988,0.0,98029,47.5648,-122.01,2150,8178,3,9,27,False,0,0,-122.01,293771588.0,Southeast 45th Place,town,Sammamish,
7703,644200040,1000000.0,5,4.25,3920,16258,2.0,2900,1020.0,1990,0.0,98004,47.5871,-122.192,2540,12131,3,9,24,False,0,0,-122.192,293850203.0,111th Avenue Southeast,city,Bellevue,
7704,9808640090,815000.0,3,2.5,2415,2186,2.0,2415,0.0,1981,0.0,98033,47.6506,-122.202,2660,2165,3,9,34,False,0,1,-122.202,41297935.0,102nd Lane Northeast,town,Kirkland,
7705,5104531120,775000.0,5,2.75,3750,12077,2.0,3750,0.0,2005,0.0,98038,47.3525,-122.002,3120,7255,3,10,10,False,0,4,-122.002,202691567.0,254th Way Southeast,town,Maple Valley,
7706,3575303970,340000.0,3,1.0,1010,7500,1.0,1010,0.0,1975,0.0,98074,47.6169,-122.062,1230,7500,4,7,39,False,0,0,-122.062,293814356.0,208th Avenue Northeast,town,Sammamish,Inglewood
7707,6413100090,458000.0,2,1.75,990,5850,1.0,990,0.0,1942,0.0,98125,47.7132,-122.321,840,6110,4,6,72,False,0,0,-122.321,159255894.0,8th Avenue Northeast,city,Seattle,Northgate
7708,2475200870,250000.0,2,1.5,1200,5773,2.0,1200,0.0,1985,0.0,98055,47.4723,-122.19,1530,4576,3,7,29,False,0,0,-122.19,232074888.0,Southeast 8th Drive,town,Renton,
7709,3423059081,151600.0,2,1.0,1060,16988,1.0,1060,0.0,1954,0.0,98058,47.4305,-122.157,2320,10580,3,6,60,False,0,0,-122.157,229877853.0,Southeast 192nd Street,town,Renton,
7710,1137410040,515000.0,4,2.5,3200,6473,2.0,3200,0.0,2005,0.0,98059,47.5012,-122.15,2480,6140,3,7,9,False,0,0,-122.15,231696230.0,Northeast 11th Court,town,Renton,
7711,3352400330,216000.0,2,1.0,1810,10360,1.0,1010,800.0,1946,0.0,98178,47.5039,-122.266,1810,10360,3,6,69,False,0,0,-122.266,157346251.0,South Fountain Street,city,Seattle,
7712,2781320100,245000.0,3,1.75,1670,24650,1.0,1670,0.0,1974,0.0,98022,47.1764,-122.026,1810,19465,4,7,41,False,0,0,-122.026,232220261.0,Southeast 473rd Street,town,Enumclaw,Boise
7713,8894000040,645000.0,3,2.75,1850,16960,1.0,1850,0.0,1953,0.0,98177,47.7128,-122.365,2470,13761,4,8,61,False,0,2,-122.365,282745765.0,Northwest 116th Street,city,Seattle,Broadview
7714,3333000775,249900.0,3,1.0,1100,5000,1.0,1100,0.0,1960,0.0,98118,47.5433,-122.283,1020,5000,3,7,54,False,0,0,-122.283,157335403.0,South Warsaw Street,city,Seattle,Rainier Valley
7715,9274204230,410000.0,3,1.75,1660,6250,1.0,830,830.0,1980,0.0,98116,47.5859,-122.385,1660,5750,3,7,34,False,0,0,-122.385,159906460.0,42nd Avenue Southwest,city,Seattle,West Seattle
7716,3972900025,499000.0,6,1.75,2400,7500,1.5,1400,1000.0,1975,0.0,98155,47.7661,-122.313,1980,7500,3,7,40,False,0,0,-122.313,293843302.0,Northeast 190th Street,town,Shoreline,
7717,1159400220,790000.0,5,3.25,2900,12160,1.0,1890,1010.0,1967,0.0,98005,47.6154,-122.168,2590,12160,4,8,47,False,0,0,-122.168,293782984.0,129th Place Northeast,city,Bellevue,
7718,3876313030,458000.0,1,2.25,2140,10350,1.0,1470,670.0,1976,0.0,98072,47.7352,-122.17,1980,8400,3,7,38,False,0,0,-122.17,293799552.0,128th Avenue Northeast,town,Woodinville,
7719,2856100515,925000.0,4,2.5,2670,5100,2.0,1940,730.0,1929,2010.0,98117,47.6768,-122.39,1470,4080,3,8,85,True,0,0,-122.39,154423937.0,26th Avenue Northwest,city,Seattle,Ballard
7720,4239400730,152000.0,3,1.0,1090,3264,1.0,1090,0.0,1969,0.0,98092,47.3155,-122.182,1090,3330,4,6,45,False,0,0,-122.182,232185028.0,Southeast 319th Place,town,Auburn,Lea Hill
7721,1826059042,402000.0,3,2.5,1970,12205,2.0,1970,0.0,1990,0.0,98011,47.7397,-122.209,2640,9636,4,8,24,False,0,0,-122.209,231346186.0,Waynita Way Northeast,town,Bothell,
7722,3869900155,340000.0,2,2.0,1250,1178,2.0,980,270.0,1996,0.0,98136,47.5426,-122.387,1270,1242,3,7,19,False,0,0,-122.387,156711444.0,California Avenue Southwest,city,Seattle,
7723,2600010220,1250000.0,4,2.5,4040,11350,2.0,3690,350.0,1984,0.0,98006,47.559,-122.162,3770,12382,4,10,31,False,0,2,-122.162,293783001.0,Somerset Drive Southeast,city,Bellevue,Somerset
7724,9290870040,775000.0,4,2.5,3220,38448,2.0,3220,0.0,1993,0.0,98053,47.6854,-122.053,3090,38448,3,10,21,False,0,0,-122.053,170525825.0,215th Avenue Northeast,town,Union Hill-Novelty Hill,
7725,5347200175,299800.0,2,1.0,1310,2814,1.0,810,500.0,1944,0.0,98126,47.5185,-122.376,1300,1344,3,6,71,False,0,0,-122.376,159673892.0,34th Avenue Southwest,city,Seattle,Westwood
7727,1962200037,626000.0,3,2.25,1750,1572,2.5,1470,280.0,2005,0.0,98102,47.6498,-122.321,2410,3050,3,9,9,False,0,0,-122.321,154459905.0,Franklin Avenue East,city,Seattle,University District
7728,795001930,324950.0,2,1.0,1150,9186,1.0,1150,0.0,1946,0.0,98168,47.5081,-122.33,1390,10690,3,7,68,False,0,0,-122.33,231524872.0,South 107th Street,city,Seattle,
7729,3905080730,535500.0,3,2.5,2050,4976,2.0,2050,0.0,1994,0.0,98029,47.5689,-121.995,2050,5153,3,8,21,False,0,0,-121.995,293704282.0,Southeast 42nd Way,town,Sammamish,Klahanie
7730,8651611110,817500.0,3,3.25,3230,7639,2.0,3230,0.0,1999,0.0,98074,47.6338,-122.063,3230,7772,3,10,15,False,0,0,-122.063,293839840.0,206th Terrace Northeast,town,Sammamish,
7731,5411600210,810000.0,4,3.5,4170,4322,2.0,2940,1230.0,2005,0.0,98074,47.6136,-122.041,2970,4922,3,9,9,False,0,0,-122.041,293771708.0,Northeast 6th Court,town,Sammamish,
7732,7519000665,565000.0,5,1.5,1940,3430,1.5,1220,720.0,1926,0.0,98117,47.6853,-122.362,1830,4120,4,6,89,False,0,0,-122.362,156792167.0,Northwest 78th Street,city,Seattle,Greenwood
7733,4217400120,978000.0,3,1.5,2390,4000,1.5,1690,700.0,1936,0.0,98105,47.6604,-122.28,2350,4000,3,9,78,False,0,0,-122.28,155398997.0,Northeast 44th Street,city,Seattle,
7734,3586500665,530000.0,3,1.0,1440,27505,1.0,1440,0.0,1951,0.0,98177,47.7553,-122.37,2430,16400,3,8,64,False,0,0,-122.37,293839520.0,Northwest 175th Street,town,Shoreline,
7735,2582500110,305000.0,4,2.5,2230,6487,2.0,2230,0.0,2003,0.0,98092,47.3287,-122.169,2230,6882,3,7,11,False,0,0,-122.169,233316333.0,Southeast 305th Place,town,Auburn,Lea Hill
7736,6749700031,345000.0,3,2.5,1210,1420,3.0,1210,0.0,2008,0.0,98103,47.6977,-122.349,1190,1407,3,8,6,False,0,0,-122.349,20308111.0,North 95th Street,city,Seattle,Greenwood
7738,3438503120,275000.0,4,1.0,1770,7345,1.5,1770,0.0,1966,0.0,98106,47.5393,-122.351,1580,7345,3,7,49,False,0,0,-122.351,158289730.0,Southwest Myrtle Street,city,Seattle,
7739,1922069089,310000.0,3,1.0,1020,55756,1.0,1020,0.0,1961,0.0,98042,47.3836,-122.082,1490,12745,3,7,54,False,0,0,-122.082,231752181.0,Southeast Wax Road,town,Kent,
7740,4099501215,713250.0,3,2.0,2050,9000,1.0,2050,0.0,1951,0.0,98040,47.5885,-122.245,2910,8856,4,7,63,False,0,0,-122.245,293779982.0,70th Avenue Southeast,town,Mercer Island,
7741,3325069025,500000.0,3,1.0,2000,21780,1.0,1480,520.0,1978,0.0,98074,47.6064,-122.039,2000,45738,3,8,37,False,0,0,-122.039,293727449.0,225th Place Southeast,town,Sammamish,
7742,4058200985,472000.0,3,1.75,2180,7200,1.0,1090,1090.0,1954,0.0,98178,47.5044,-122.235,2180,7140,4,8,60,False,0,3,-122.235,231433001.0,South Lakeridge Drive,city,Seattle,
7743,3031200246,250000.0,3,1.0,920,4429,1.0,920,0.0,1952,0.0,98118,47.5369,-122.291,1320,7860,3,7,62,False,0,0,-122.291,157342710.0,South Othello Street,city,Seattle,
7744,624101110,725000.0,4,2.25,3440,14237,2.0,3440,0.0,1982,0.0,98077,47.7241,-122.065,3250,18365,3,9,32,False,0,0,-122.065,293804312.0,205th Avenue Northeast,town,Cottage Lake,
7746,2916200065,460000.0,3,1.5,1870,15685,1.0,1470,400.0,1936,0.0,98133,47.723,-122.353,1340,7620,3,7,79,False,0,0,-122.353,154907828.0,Dayton Avenue North,city,Seattle,Bitter Lake
7747,6141100038,440150.0,2,1.0,1110,6800,1.0,1000,110.0,1947,0.0,98133,47.7184,-122.355,1410,6963,5,7,67,False,0,0,-122.355,19881782.0,Greenwood Avenue North Sidewalk,city,Seattle,Broadview
7748,2806800090,390000.0,3,1.75,2200,8036,1.0,1270,930.0,1978,0.0,98011,47.7763,-122.209,1850,7563,3,7,36,False,0,0,-122.209,220852647.0,Northeast 204th Place,town,Bothell,
7749,312000265,375000.0,2,1.0,790,5120,1.0,790,0.0,1950,0.0,98136,47.557,-122.395,1250,5120,3,6,65,False,0,0,-122.395,158428369.0,49th Avenue Southwest,city,Seattle,West Seattle
7750,2938200040,224950.0,3,1.5,1630,9282,1.0,1630,0.0,1963,0.0,98022,47.2021,-122.002,1420,9282,4,7,51,False,0,0,-122.002,232155215.0,Loraine Street,town,Enumclaw,
7751,114101161,480000.0,3,1.5,2100,67269,1.0,1220,880.0,1949,0.0,98028,47.7592,-122.23,1610,15999,4,7,65,False,0,0,-122.23,248976283.0,83rd Avenue Northeast,town,Kenmore,
7752,1862400353,721000.0,4,2.75,2690,5400,2.0,2210,480.0,1940,2009.0,98117,47.6963,-122.367,1620,5400,3,7,75,True,0,0,-122.367,155254355.0,Dibble Avenue Northwest,city,Seattle,Blue Ridge
7753,179000100,174000.0,2,1.0,600,4854,1.0,600,0.0,1922,0.0,98168,47.4927,-122.28,1470,5000,5,6,92,False,0,0,-122.28,231518719.0,42nd Avenue South,town,Tukwila,Allentown
7754,7812800865,170000.0,2,1.0,810,9882,1.0,810,0.0,1944,0.0,98178,47.4925,-122.239,950,7200,3,6,70,False,0,0,-122.239,231584238.0,76th Avenue South,city,Seattle,
7755,809002390,658000.0,3,1.5,1660,3190,1.5,1660,0.0,1919,0.0,98109,47.6368,-122.351,2200,3240,3,7,96,False,0,0,-122.351,156688129.0,Nob Hill Avenue North,city,Seattle,Queen Anne
7756,2925059294,860000.0,3,2.0,1880,8494,1.0,1200,680.0,1968,0.0,98004,47.6217,-122.192,1290,9128,4,7,47,False,0,0,-122.192,152395996.0,112th Avenue Northeast,city,Bellevue,
7757,7574200210,407450.0,4,1.5,2310,68824,2.0,2310,0.0,1968,0.0,98010,47.3354,-122.031,2020,39900,4,7,46,False,0,0,-122.031,231882318.0,232nd Avenue Southeast,village,Black Diamond,
7758,5634500775,615000.0,4,1.5,2650,34000,2.0,2650,0.0,1930,0.0,98028,47.7516,-122.237,1960,34000,4,7,85,False,0,0,-122.237,250023012.0,Northeast 170th Street,town,Kenmore,
7759,8965460090,920000.0,4,3.0,3130,12381,2.0,3130,0.0,1995,0.0,98006,47.5599,-122.118,3250,10049,3,9,20,False,0,0,-122.118,293694683.0,Southeast 48th Place,city,Bellevue,Cougar Hills
7760,1796350300,195000.0,2,1.0,860,10400,1.0,860,0.0,1983,0.0,98042,47.3682,-122.096,1390,9086,4,6,31,False,0,0,-122.096,269013782.0,184th Place Southeast,town,Covington,
7761,428000150,269950.0,3,1.0,990,9950,1.0,990,0.0,1961,0.0,98056,47.5104,-122.171,1370,9260,5,7,53,False,0,0,-122.171,231571043.0,126th Avenue Southeast,town,Renton,
7763,3528900735,620000.0,3,2.25,1780,1429,3.0,1570,210.0,2007,0.0,98109,47.6413,-122.346,1470,1799,3,8,7,False,0,0,-122.346,156701207.0,Aurora Avenue North,city,Seattle,Fremont
7764,3904100220,276000.0,2,2.0,1480,6075,1.0,740,740.0,1919,0.0,98118,47.5317,-122.276,1230,6053,5,7,95,False,0,0,-122.276,20913258.0,South Kenyon Street,city,Seattle,
7765,254000735,329000.0,3,1.0,1140,5258,1.5,1140,0.0,1911,0.0,98146,47.5122,-122.383,1140,5280,3,6,103,False,0,0,-122.383,158723945.0,40th Avenue Southwest,city,Seattle,Arbor Heights
7766,7893205080,270000.0,3,1.5,1230,7500,1.0,1230,0.0,1962,0.0,98198,47.4202,-122.331,1260,7800,3,7,52,False,0,0,-122.331,231754927.0,4th Avenue South,town,Des Moines,
7767,4397010300,440000.0,4,2.5,3080,10646,2.0,3080,0.0,1993,0.0,98042,47.3828,-122.148,2740,9994,3,9,21,False,0,0,-122.148,229812978.0,145th Place Southeast,town,Kent,
7768,1150000740,639000.0,4,2.5,1990,8034,2.0,1990,0.0,1989,0.0,98029,47.56100000000001,-122.018,2580,8034,4,10,25,False,0,0,-122.018,293726254.0,Southeast 46th Place,town,Sammamish,
7769,1926049141,403500.0,1,1.0,700,5621,1.0,700,0.0,1945,0.0,98133,47.734,-122.353,1020,5621,4,6,69,False,0,0,-122.353,155003768.0,Dayton Avenue North,city,Seattle,Bitter Lake
7770,7011201016,585000.0,3,2.5,1700,1156,2.0,1320,380.0,2002,0.0,98119,47.6373,-122.369,1710,1686,3,9,12,False,0,2,-122.369,156902610.0,9th Avenue West,city,Seattle,Queen Anne
7771,3028200100,216000.0,2,1.0,860,9000,1.0,860,0.0,1942,0.0,98168,47.4801,-122.315,990,9975,4,6,72,False,0,0,-122.315,274719370.0,14th Avenue South,town,Burien,
7772,8081010040,1150000.0,3,2.5,3160,24437,1.0,2160,1000.0,1991,0.0,98006,47.5531,-122.131,3990,11977,3,11,23,False,0,3,-122.131,293796151.0,156th Avenue Southeast,city,Bellevue,Hilltop
7773,3023049186,575000.0,3,2.0,2500,30056,1.0,1840,660.0,1954,0.0,98166,47.4468,-122.337,2500,30000,5,8,61,False,0,0,-122.337,231360749.0,2nd Avenue Southwest,village,Normandy Park,
7774,8029900110,430000.0,4,2.5,3000,9460,2.0,3000,0.0,2001,0.0,98031,47.3959,-122.211,3000,8450,3,9,13,False,0,0,-122.211,231738184.0,South 230th Place,town,Kent,
7775,9367200205,660000.0,2,1.0,1670,8195,1.0,1670,0.0,1954,1975.0,98033,47.6627,-122.192,1980,7500,3,7,61,True,0,0,-122.192,245096381.0,111th Place Northeast,town,Kirkland,
7776,5550300205,338000.0,2,1.0,690,6400,1.0,690,0.0,1943,0.0,98126,47.5287,-122.367,1000,6400,3,6,72,False,0,0,-122.367,182035318.0,Southwest Thistle Street,city,Seattle,Westwood
7777,8820901415,400000.0,4,2.75,1240,3867,1.0,800,440.0,1987,0.0,98125,47.7157,-122.284,1150,7733,3,7,27,False,0,0,-122.284,155526112.0,Bartlett Avenue Northeast,city,Seattle,Lake City
7778,6018500120,210000.0,2,1.0,900,5000,1.0,900,0.0,1930,1990.0,98022,47.2008,-121.995,1150,5000,5,6,85,True,0,0,-121.995,232348027.0,Lincoln Avenue,town,Enumclaw,
7779,3826000665,305000.0,4,1.75,2200,8100,1.5,1400,800.0,1942,0.0,98168,47.4945,-122.303,1520,8100,5,6,72,False,0,0,-122.303,235771955.0,23rd Avenue South,town,Burien,Boulevard Park
7781,2621660040,325000.0,5,2.75,2130,6222,1.0,1300,830.0,1991,0.0,98118,47.5272,-122.276,2130,6222,3,7,23,False,0,0,-122.276,157331728.0,South Camano Place,city,Seattle,
7782,8731982550,245000.0,4,1.75,2020,8800,1.0,2020,0.0,1969,0.0,98023,47.3202,-122.384,2320,8000,4,8,45,False,0,0,-122.384,231255674.0,41st Avenue Southwest,town,Federal Way,
7783,4324500180,182000.0,3,1.0,1060,7350,1.0,1060,0.0,1959,0.0,98032,47.3809,-122.287,1060,7350,4,7,55,False,0,0,-122.287,228389234.0,35th Place South,town,Kent,
7784,1702901485,440000.0,2,1.0,1230,6600,1.0,1130,100.0,1906,0.0,98118,47.5573,-122.282,1260,5060,3,7,108,False,0,0,-122.282,159446056.0,South Hudson Street,city,Seattle,Rainier Valley
7785,251300110,225000.0,3,2.25,2510,12013,2.0,2510,0.0,1988,0.0,98003,47.3473,-122.314,1870,8017,3,8,26,False,0,0,-122.314,231280819.0,15th Avenue South,town,Federal Way,
7786,251300110,358000.0,3,2.25,2510,12013,2.0,2510,0.0,1988,0.0,98003,47.3473,-122.314,1870,8017,3,8,27,False,0,0,-122.314,231280819.0,15th Avenue South,town,Federal Way,
7787,461002615,580000.0,5,2.5,2720,5000,1.5,1530,1190.0,1939,0.0,98117,47.6827,-122.376,1210,5000,4,7,75,False,0,0,-122.376,155949176.0,Mary Avenue Northwest,city,Seattle,Ballard
7788,8091401030,240000.0,3,1.5,1070,8886,1.0,1070,0.0,1984,0.0,98030,47.3516,-122.166,1730,9461,4,7,31,False,0,0,-122.166,229927036.0,Southeast 278th Place,town,Kent,
7789,3924500040,700000.0,4,3.25,3580,43093,1.0,3580,0.0,1990,0.0,98024,47.5595,-121.901,2070,43093,4,8,25,False,0,0,-121.901,293686497.0,Southeast 47th Place,village,Fall City,
7790,9432900040,325000.0,4,2.5,2230,8500,2.0,2230,0.0,1994,0.0,98022,47.2082,-122.009,2270,8770,3,8,20,False,0,0,-122.009,232715444.0,Silver Springs Avenue,town,Enumclaw,
7791,2426049125,488000.0,4,2.25,2500,10890,1.0,1800,700.0,1978,0.0,98034,47.7318,-122.239,2500,7467,5,7,36,False,0,0,-122.239,179837784.0,Northeast 143rd Street,town,Kirkland,Inglewood
